User ID,family member,seasons,weekly,monthly,by cycle
14414,5,Winter,2.71,13.05,35.96
74572,7,Summer,8.12,31.89,105.15
13513,6,Autumn,4.21,17.00,46.71
78672,3,Spring,2.91,11.47,32.43
91772,9,Autumn,5.21,23.88,70.59
89581,2,Spring,1.56,8.12,20.34
29974,2,Summer,1.77,7.77,22.21
99901,8,Winter,4.18,16.22,53.74
45534,8,Spring,7.47,28.58,92.03
83042,6,Spring,4.41,20.79,61.21
14300,8,Autumn,6.24,25.82,74.13
94511,5,Winter,2.16,10.27,27.67
86697,4,Summer,3.42,15.75,55.62
80147,3,Summer,2.74,10.79,41.23
46933,6,Spring,5.32,23.25,63.68
62855,9,Summer,8.30,35.35,100.57
39852,5,Autumn,3.78,16.41,39.74
30778,4,Autumn,2.68,12.40,39.45
54805,5,Summer,5.20,19.85,74.63
32096,5,Winter,2.55,12.19,36.77
83580,2,Autumn,1.31,6.06,19.47
63060,7,Spring,5.30,23.47,90.10
65623,9,Autumn,5.70,27.36,74.83
70265,3,Winter,1.75,6.15,22.48
53269,4,Spring,2.99,13.48,43.79
47058,8,Autumn,6.61,24.39,84.22
45702,9,Winter,4.66,16.89,56.13
49354,3,Autumn,2.42,9.68,25.22
98514,9,Autumn,7.41,30.05,92.03
85904,7,Spring,6.20,23.98,75.22
59797,8,Spring,6.45,27.94,78.28
28424,2,Winter,1.11,5.03,14.55
78530,2,Spring,1.51,7.62,23.19
52671,3,Autumn,1.99,8.11,28.27
19363,8,Autumn,5.91,25.81,70.29
87439,7,Summer,6.91,25.91,84.78
34829,3,Spring,2.92,11.53,36.98
83316,4,Spring,3.80,15.08,50.83
37796,4,Summer,4.31,15.14,54.66
11964,2,Winter,0.91,4.07,11.22
63199,3,Winter,1.80,7.24,18.34
98064,4,Spring,3.19,12.88,46.35
15958,7,Winter,4.47,14.87,45.87
47187,8,Winter,4.52,20.87,55.13
43311,4,Autumn,3.19,12.03,35.68
36930,7,Winter,3.39,15.84,47.03
24734,7,Autumn,4.17,21.98,60.19
11466,8,Spring,6.27,26.45,89.18
40117,3,Autumn,2.12,7.98,24.57
74893,8,Summer,8.86,35.79,94.71
87099,8,Winter,3.85,17.15,47.27
87905,3,Spring,2.28,12.06,37.80
46330,8,Autumn,6.34,26.60,71.61
55747,8,Summer,6.78,37.67,86.93
36485,2,Summer,1.83,7.69,24.80
28565,9,Autumn,5.45,26.83,71.38
17595,7,Winter,3.79,16.45,45.17
77633,3,Autumn,1.95,8.21,22.80
78000,8,Winter,4.73,20.38,52.64
65119,6,Winter,3.43,13.11,37.89
38152,2,Winter,1.10,4.84,15.40
53023,9,Autumn,6.21,22.74,66.52
91037,3,Spring,2.59,9.72,32.32
56644,6,Autumn,3.83,17.85,52.86
96770,5,Autumn,3.82,15.93,51.37
33176,6,Summer,5.33,22.05,68.49
76811,2,Spring,1.77,5.77,20.93
94742,6,Winter,3.35,16.14,37.04
79762,3,Winter,1.84,7.30,18.34
38288,9,Autumn,5.00,22.40,72.27
71397,6,Summer,6.60,23.13,72.71
57316,6,Winter,3.15,10.63,40.84
26686,4,Summer,4.03,16.52,50.96
96075,3,Summer,2.54,11.73,31.73
62031,5,Winter,2.71,11.54,26.70
55726,3,Autumn,2.31,9.25,30.23
73006,9,Spring,8.64,30.43,92.68
53529,8,Summer,8.20,29.19,104.90
21319,8,Summer,8.21,34.07,107.02
90509,7,Summer,7.25,33.54,88.97
59099,8,Spring,6.91,29.74,72.57
79744,5,Autumn,3.43,12.60,40.72
32377,3,Spring,2.56,11.97,31.37
57587,8,Summer,8.63,36.83,107.63
45166,6,Summer,6.66,26.90,80.87
90762,4,Summer,3.93,15.50,42.02
81013,8,Winter,4.04,15.59,53.15
74288,9,Autumn,7.36,29.01,95.46
44601,7,Winter,2.99,16.35,39.75
12335,4,Autumn,2.77,13.33,34.85
79904,4,Summer,3.64,17.99,47.17
43303,4,Autumn,2.30,11.38,33.68
16359,9,Autumn,6.49,23.69,76.56
84486,2,Summer,1.89,7.24,25.94
23419,3,Spring,2.30,10.27,32.54
23096,8,Autumn,5.19,23.96,66.79
62264,3,Winter,1.23,6.33,20.50
83099,5,Winter,3.04,10.83,36.07
37477,9,Winter,5.72,22.15,62.03
39798,8,Summer,8.25,29.23,106.51
21314,2,Winter,0.90,4.56,11.49
56805,3,Summer,2.85,13.18,37.20
44591,7,Autumn,4.79,20.17,72.00
34880,8,Autumn,5.58,22.51,76.99
76002,3,Spring,2.38,10.17,35.93
16868,9,Winter,5.08,22.65,64.68
48679,3,Summer,2.90,13.38,43.89
33644,7,Winter,3.59,15.35,44.46
32997,7,Autumn,4.95,16.68,56.38
36012,3,Winter,1.28,5.58,16.07
15168,8,Summer,7.21,33.73,94.11
92170,7,Winter,3.43,15.03,47.03
77271,8,Summer,8.13,39.13,101.49
37030,7,Winter,3.67,16.26,43.50
94973,3,Winter,1.25,5.78,16.60
33070,8,Summer,7.25,36.61,98.29
40381,7,Summer,6.59,28.26,97.67
16433,7,Autumn,4.67,21.81,68.83
92620,6,Autumn,3.96,17.01,53.70
71709,6,Winter,3.32,16.19,46.77
23086,3,Autumn,2.19,10.33,28.31
17371,3,Summer,2.55,12.26,35.79
62569,8,Winter,3.57,17.64,47.08
69759,4,Spring,3.22,14.34,44.60
55861,9,Winter,4.43,19.19,57.50
16318,2,Summer,2.15,7.52,21.14
64678,9,Summer,7.96,34.31,121.67
68816,4,Winter,2.44,8.15,29.73
48385,8,Winter,4.23,16.73,50.26
91136,6,Spring,4.92,23.41,70.44
26499,6,Winter,2.74,12.13,32.72
92366,5,Spring,3.99,20.52,58.16
82474,6,Winter,3.23,13.51,44.84
89881,7,Summer,6.52,31.19,82.81
13506,7,Spring,6.24,24.67,64.62
26369,3,Winter,1.54,8.01,20.89
36455,7,Summer,8.19,31.35,105.84
26671,9,Autumn,6.55,28.29,67.83
63203,2,Spring,1.89,6.45,24.87
94414,8,Summer,7.96,36.31,95.05
39985,7,Spring,6.36,21.89,72.56
17207,7,Spring,6.00,22.84,78.42
24438,2,Spring,1.64,8.38,22.87
27636,9,Winter,5.42,22.06,64.58
18669,4,Winter,2.14,8.69,27.61
55088,7,Autumn,4.33,20.38,56.89
95166,6,Spring,5.54,23.02,66.66
28242,6,Summer,6.97,25.98,83.33
85036,5,Spring,4.27,19.28,52.66
76418,7,Spring,6.09,28.25,80.39
57434,5,Winter,2.60,10.05,33.96
84182,6,Spring,4.85,22.52,65.03
74533,4,Summer,4.26,15.08,52.71
16103,4,Summer,3.90,15.89,47.90
88596,9,Autumn,5.39,21.94,76.66
34492,2,Autumn,1.30,6.69,18.36
31445,8,Autumn,5.86,20.22,64.50
66995,7,Summer,7.46,31.06,75.20
93100,4,Winter,1.98,9.14,25.27
34016,9,Summer,8.47,36.78,100.68
98928,8,Winter,4.99,17.81,59.82
73181,5,Winter,2.60,11.68,36.84
89286,7,Winter,4.49,16.94,46.06
15513,5,Summer,5.45,24.23,62.00
80362,9,Spring,7.49,29.56,96.61
17177,4,Autumn,2.23,10.21,34.64
71570,9,Autumn,5.03,23.87,79.83
31102,6,Autumn,4.32,19.72,58.09
78312,7,Winter,3.83,15.05,44.04
34754,6,Summer,5.88,27.24,77.37
43152,3,Spring,2.32,9.74,27.17
42736,2,Spring,1.70,7.42,18.25
19993,3,Spring,2.56,10.42,30.02
45632,5,Summer,5.90,24.36,66.42
38209,7,Spring,6.94,25.05,72.56
34984,2,Autumn,1.42,4.97,18.01
12299,4,Autumn,2.44,10.83,34.57
90931,4,Winter,1.95,9.95,26.49
13445,3,Autumn,1.84,9.36,25.87
74108,5,Autumn,2.95,13.66,42.10
49344,2,Summer,1.91,9.94,25.05
98439,6,Summer,5.75,21.24,84.60
71013,8,Spring,7.07,34.63,90.40
42379,4,Winter,1.70,8.08,26.71
26784,9,Winter,4.35,21.40,60.04
96658,6,Spring,5.49,23.04,75.14
44595,6,Winter,3.18,11.26,39.95
95926,7,Spring,5.36,24.81,82.01
60561,7,Autumn,4.76,16.90,55.80
51358,6,Summer,5.88,24.72,71.68
89542,5,Summer,4.93,24.07,72.09
49177,3,Spring,2.24,9.04,31.02
34740,2,Autumn,1.33,5.80,16.92
59584,2,Autumn,1.35,5.29,20.16
63510,6,Winter,3.68,13.21,39.02
22629,4,Spring,2.72,14.63,43.78
79251,3,Winter,1.60,5.60,16.55
37618,6,Autumn,3.98,15.75,46.16
48378,9,Winter,4.10,16.43,49.97
42911,2,Summer,1.99,7.00,23.92
93542,5,Winter,2.45,11.92,35.86
35106,5,Autumn,3.92,15.18,42.08
47351,8,Summer,8.28,35.94,111.92
85586,2,Spring,1.72,7.17,20.45
78551,7,Summer,8.20,28.05,105.46
85215,7,Winter,3.23,14.74,39.08
96433,5,Spring,3.79,14.79,56.59
52893,6,Winter,2.94,13.80,37.32
24691,7,Summer,6.47,28.71,75.52
95683,8,Winter,5.07,19.13,53.92
22321,9,Autumn,5.19,25.27,82.58
72881,7,Spring,6.18,28.03,87.15
72002,8,Summer,9.47,31.44,121.51
59473,3,Winter,1.78,7.99,20.74
24423,2,Spring,1.72,8.18,20.93
58936,7,Autumn,4.45,19.17,73.73
34737,9,Autumn,5.81,27.88,96.00
27622,5,Winter,2.66,9.22,28.02
66149,7,Spring,6.85,27.15,71.13
28473,7,Spring,5.84,22.48,69.87
42618,5,Spring,4.88,16.80,51.43
13543,7,Spring,5.94,22.77,86.87
45774,5,Winter,2.77,12.13,37.91
54568,8,Spring,7.23,27.74,82.92
54889,6,Winter,3.24,12.59,36.78
36791,2,Winter,1.05,4.41,12.59
86202,2,Spring,1.45,7.68,20.49
97258,3,Autumn,2.09,8.82,22.53
11187,3,Winter,1.48,6.85,19.58
23918,4,Winter,1.94,8.76,25.29
18399,8,Winter,4.34,15.59,55.42
55271,4,Spring,2.81,15.10,35.26
84515,5,Autumn,2.75,15.15,44.16
25745,5,Autumn,3.61,15.41,39.09
12254,2,Autumn,1.15,5.93,17.98
67889,5,Autumn,3.59,12.63,38.24
50594,2,Winter,1.16,4.34,14.08
95176,4,Spring,3.24,16.85,44.70
54701,2,Winter,1.06,4.29,13.40
34206,4,Autumn,2.83,13.14,34.15
87678,3,Winter,1.44,5.79,18.76
85293,4,Winter,2.12,9.40,30.18
11158,6,Summer,5.66,23.98,74.16
63733,5,Spring,4.01,18.57,57.95
34173,6,Winter,3.79,12.49,47.99
97523,3,Autumn,2.06,7.73,21.48
18181,7,Winter,3.39,16.35,41.10
19694,8,Autumn,5.67,20.45,75.75
60458,9,Spring,7.90,35.26,100.71
13377,7,Winter,3.83,18.39,46.69
56320,4,Winter,2.32,9.02,32.50
88421,4,Summer,3.77,16.05,49.78
26790,6,Summer,6.12,24.83,77.45
42277,6,Autumn,3.83,21.10,61.38
60601,5,Summer,5.38,24.09,74.33
64956,3,Spring,2.25,9.76,26.50
83881,8,Spring,5.90,26.98,72.37
54691,2,Autumn,1.57,6.00,18.70
37426,7,Winter,3.83,12.63,47.82
47008,9,Autumn,6.49,23.93,73.45
84126,2,Spring,1.67,6.33,21.56
47369,3,Summer,3.14,13.15,34.31
71705,4,Spring,3.57,16.12,47.86
76895,9,Winter,4.65,19.23,54.24
89615,8,Summer,8.17,31.58,108.82
15365,9,Winter,5.14,20.96,56.75
27527,5,Autumn,3.63,14.59,46.50
81019,7,Spring,6.30,22.77,88.46
14073,8,Autumn,5.78,22.51,75.57
26844,8,Autumn,5.49,25.45,70.68
45854,2,Winter,1.14,4.40,14.85
88338,3,Winter,1.55,5.38,16.06
75718,5,Spring,4.43,19.14,54.76
58510,4,Spring,3.71,16.34,41.94
15625,9,Spring,7.48,27.71,91.45
86325,9,Autumn,7.45,27.92,80.94
52530,3,Summer,3.16,12.62,39.66
94364,6,Spring,5.76,24.63,63.86
74274,8,Summer,7.15,31.80,90.96
11795,2,Winter,1.02,4.06,10.86
99633,2,Spring,1.48,7.09,25.36
42672,5,Winter,2.12,10.37,26.61
21952,2,Winter,1.01,4.14,12.85
22147,2,Spring,1.91,7.73,24.69
44029,8,Autumn,6.05,21.96,81.01
95372,7,Autumn,5.26,22.72,68.72
69326,6,Autumn,4.20,18.62,54.14
91889,4,Winter,1.73,8.14,21.01
40173,5,Summer,5.19,20.55,62.99
84792,8,Spring,7.26,28.10,91.87
63808,4,Spring,3.32,15.48,43.28
16348,8,Autumn,5.50,26.29,76.47
30077,3,Spring,2.33,9.86,34.48
66628,6,Autumn,4.34,17.45,49.01
61866,6,Winter,3.54,14.28,39.57
91194,4,Spring,3.68,15.83,38.62
89107,6,Summer,5.51,24.55,78.97
77742,7,Winter,3.59,17.66,50.72
78361,3,Summer,2.71,13.24,36.75
64968,3,Spring,2.24,11.38,31.28
66617,3,Winter,1.28,6.32,18.49
21069,5,Summer,4.42,20.90,69.31
40265,5,Spring,4.52,19.12,53.89
92276,4,Spring,3.17,13.13,39.04
35340,8,Winter,3.88,14.64,43.40
63662,2,Spring,1.56,8.43,22.59
91427,8,Spring,6.32,33.61,92.12
41340,5,Winter,3.03,10.49,40.09
46177,6,Winter,3.58,12.47,41.62
71269,9,Winter,4.93,19.03,69.14
30347,2,Summer,2.22,8.45,29.87
72936,3,Spring,2.68,10.37,27.88
26148,2,Spring,1.64,7.34,19.27
17583,3,Autumn,1.90,8.98,26.68
22284,7,Spring,5.73,26.75,71.54
61245,7,Summer,6.59,29.30,81.11
50677,5,Winter,2.07,9.11,27.75
82143,7,Spring,5.94,29.10,88.17
77648,9,Summer,8.49,33.51,108.39
37492,6,Autumn,3.88,18.76,47.22
41766,3,Autumn,1.88,9.97,30.24
50914,8,Winter,4.20,19.01,65.56
93741,4,Winter,2.35,9.15,27.20
39186,2,Autumn,1.59,6.88,20.15
61409,8,Winter,3.91,15.81,50.79
60005,9,Summer,10.08,36.42,128.77
62001,8,Autumn,5.73,22.36,82.64
49432,8,Summer,7.68,37.56,92.72
60889,6,Winter,2.64,12.87,37.67
88430,2,Autumn,1.36,6.75,19.16
94574,7,Autumn,4.87,21.19,63.20
21885,7,Summer,8.16,33.84,98.83
40202,3,Summer,2.56,10.69,34.16
76450,9,Spring,6.98,29.45,95.03
64742,3,Spring,2.04,11.46,33.74
89513,2,Autumn,1.08,5.82,17.70
39095,3,Summer,3.34,14.90,43.45
21903,2,Summer,2.04,9.21,23.44
64671,8,Summer,8.51,33.38,92.96
83247,5,Spring,4.21,19.74,55.48
80236,3,Winter,1.23,5.56,16.23
71512,4,Summer,3.65,15.43,50.16
94744,7,Spring,5.89,24.79,71.40
74748,4,Spring,3.33,16.98,45.32
22694,7,Summer,7.27,27.83,100.14
37350,6,Spring,4.43,20.72,63.27
27994,8,Spring,7.07,23.73,91.29
81517,6,Winter,3.05,13.71,37.74
97366,7,Summer,5.86,33.00,96.66
37226,2,Summer,1.75,9.07,26.86
64112,8,Spring,7.03,29.63,84.34
72369,4,Winter,2.16,8.84,23.69
12361,9,Winter,5.38,21.67,60.13
72459,9,Autumn,5.35,25.51,69.39
21342,2,Autumn,1.12,5.72,14.78
99032,8,Spring,6.18,26.16,84.60
41002,2,Summer,1.93,9.22,22.17
97046,2,Spring,1.59,6.96,19.41
92368,9,Spring,7.05,31.30,90.42
41113,2,Winter,1.23,5.06,12.72
40479,4,Winter,1.84,7.63,21.10
40266,6,Winter,2.95,14.94,41.82
31519,6,Autumn,3.29,17.97,47.14
52067,6,Autumn,3.97,15.86,55.55
38017,6,Spring,5.96,25.10,60.46
50748,5,Summer,4.75,19.22,64.29
65665,6,Spring,4.76,21.10,75.20
99301,4,Spring,3.12,13.62,41.75
74308,8,Spring,6.52,29.04,83.14
17956,4,Autumn,2.51,11.43,32.86
60295,9,Summer,9.37,44.85,115.51
36438,6,Summer,6.32,24.38,70.99
77628,4,Autumn,2.34,11.95,35.57
40089,6,Summer,5.17,21.62,79.60
29790,4,Spring,2.98,15.47,46.42
78822,4,Spring,3.19,12.02,37.60
11206,3,Winter,1.37,5.59,16.50
24676,5,Summer,4.70,24.35,71.63
60364,8,Winter,3.45,17.92,46.89
79249,5,Autumn,3.45,13.43,42.07
99777,7,Winter,3.21,13.20,46.46
96574,5,Autumn,3.46,14.71,52.35
22000,6,Autumn,4.89,18.51,58.79
92482,9,Spring,7.91,31.03,96.31
35020,6,Winter,3.07,12.61,42.22
74275,5,Winter,2.14,11.08,32.76
59503,2,Autumn,1.20,5.78,16.07
66834,7,Autumn,4.33,21.88,58.67
63361,9,Summer,9.47,37.29,134.68
63064,6,Spring,5.34,22.85,71.86
40419,3,Autumn,2.03,8.45,28.19
46424,3,Summer,3.22,13.50,37.25
62932,8,Winter,4.64,18.17,60.00
78481,8,Autumn,5.04,24.89,74.86
70018,9,Winter,5.47,19.71,60.74
80137,9,Winter,5.04,19.55,70.95
55513,9,Autumn,6.15,31.27,81.13
47736,4,Autumn,2.73,12.27,39.18
99884,3,Spring,2.46,10.56,26.55
75232,4,Autumn,2.59,11.45,34.06
25606,9,Spring,8.33,33.37,100.92
80321,8,Winter,4.05,19.72,49.92
81811,8,Winter,3.47,15.31,50.79
10427,3,Winter,1.56,6.36,20.06
10061,7,Spring,6.34,25.15,76.84
40341,8,Spring,6.96,24.43,85.65
74659,6,Summer,6.74,24.61,90.05
37354,5,Autumn,3.61,12.79,35.80
59935,6,Autumn,3.60,16.77,50.75
43554,7,Spring,5.07,22.27,67.46
62709,9,Summer,9.23,44.02,114.48
88284,6,Spring,4.26,19.21,60.91
84757,7,Winter,3.89,16.44,52.31
15682,9,Winter,5.00,20.36,53.56
34080,4,Spring,3.20,13.65,42.47
20653,9,Winter,4.90,16.81,53.74
44510,8,Winter,4.18,18.22,47.33
80243,9,Autumn,6.63,25.40,77.39
41889,8,Winter,5.11,20.67,65.34
86422,9,Autumn,6.11,24.39,82.56
88082,2,Summer,1.73,8.25,27.34
47476,2,Winter,0.85,4.14,10.62
82435,6,Summer,5.93,24.99,79.71
73320,9,Winter,4.82,22.95,61.30
86999,7,Summer,7.41,29.72,81.62
53354,7,Autumn,4.39,17.95,58.81
49506,7,Spring,6.25,26.69,82.35
89909,7,Spring,6.32,23.26,73.38
19811,4,Summer,3.68,19.04,50.17
96303,5,Summer,5.52,20.63,66.96
40449,4,Winter,1.77,7.04,23.16
37159,6,Winter,3.11,16.28,39.65
55317,8,Spring,6.94,24.72,83.67
62340,4,Winter,1.95,7.67,21.27
50822,6,Summer,6.26,25.82,78.35
31417,2,Spring,1.51,6.96,22.35
49234,8,Winter,4.95,21.56,65.62
26877,9,Summer,8.73,44.22,106.22
96184,8,Spring,7.50,31.27,97.12
87545,7,Autumn,5.64,20.02,73.09
68912,2,Autumn,1.13,5.66,15.63
51583,7,Spring,5.35,24.41,85.19
79709,8,Winter,4.81,16.63,55.60
30153,6,Spring,5.61,23.92,71.33
79040,7,Winter,3.02,16.38,42.47
80560,5,Spring,3.49,17.26,54.53
28262,2,Autumn,1.23,6.59,19.00
36121,4,Autumn,3.00,11.60,39.29
88406,9,Winter,4.81,18.88,71.87
93730,2,Autumn,1.17,4.77,16.20
63798,9,Spring,7.47,30.59,107.21
28314,6,Spring,5.54,25.62,72.17
99953,5,Autumn,3.55,13.06,45.74
86250,3,Summer,2.78,12.57,37.52
87946,7,Autumn,4.18,19.42,56.98
98474,4,Summer,3.69,16.17,43.12
39707,6,Winter,3.28,15.95,48.47
29525,9,Winter,3.79,18.45,62.11
57071,6,Spring,4.54,22.19,63.19
13186,6,Spring,4.57,20.85,53.10
29485,9,Spring,8.40,34.17,100.39
16384,4,Summer,4.02,16.05,55.80
64239,2,Spring,1.54,7.17,18.66
50203,8,Summer,8.20,34.12,104.11
99430,8,Winter,4.11,18.38,48.69
15676,2,Summer,1.79,8.37,24.24
92541,3,Summer,2.71,14.08,40.19
23609,2,Summer,1.81,7.72,23.34
57229,4,Winter,2.06,8.48,27.61
29706,6,Summer,5.31,21.27,70.25
23637,9,Spring,8.50,31.73,115.87
27805,3,Winter,1.26,6.65,20.00
25027,7,Autumn,4.17,20.73,56.25
48113,8,Summer,8.77,31.88,98.81
91553,8,Summer,7.43,36.90,106.53
34349,5,Autumn,2.96,12.19,38.73
34588,7,Summer,6.75,26.31,94.24
19561,4,Spring,3.84,13.61,46.14
63050,2,Autumn,1.17,4.93,18.44
27586,7,Autumn,5.38,22.51,63.11
49689,8,Autumn,5.08,28.34,72.28
87530,6,Spring,5.19,18.10,56.04
80509,7,Summer,7.24,32.52,92.88
23058,6,Summer,5.94,25.03,66.25
26490,8,Winter,4.67,18.11,63.02
76849,4,Summer,3.72,14.36,54.80
73264,4,Winter,1.98,9.01,23.70
31750,5,Autumn,3.50,14.41,40.44
30262,2,Spring,1.65,6.51,19.66
48073,7,Winter,4.41,15.66,50.36
36395,8,Spring,6.45,33.79,97.56
33194,2,Winter,1.00,4.37,12.17
65436,8,Autumn,5.37,22.74,70.52
54275,3,Autumn,1.79,7.40,20.99
43254,8,Spring,6.59,34.60,88.71
99153,3,Spring,2.44,8.77,33.16
67826,7,Summer,6.57,31.34,96.79
67923,2,Winter,1.21,4.82,13.24
36120,6,Spring,5.59,22.26,65.22
15698,2,Summer,2.30,8.78,28.54
80809,7,Autumn,4.80,20.04,51.23
95115,9,Winter,4.74,19.73,49.61
10572,7,Winter,3.14,14.46,38.99
36171,3,Autumn,2.43,8.11,27.29
16683,5,Autumn,3.42,15.96,51.64
36867,5,Autumn,2.85,14.60,38.94
76212,6,Winter,3.61,15.85,36.99
34449,7,Summer,5.89,29.64,82.50
12057,3,Autumn,1.92,9.09,27.79
97356,8,Winter,3.97,18.82,53.95
80852,2,Autumn,1.32,5.86,15.11
35188,5,Summer,5.55,23.29,63.65
41450,9,Spring,9.06,30.39,107.47
47086,9,Spring,8.14,32.23,90.41
72878,5,Winter,2.58,11.99,32.31
97087,6,Summer,6.40,25.92,78.67
15487,3,Spring,2.47,11.09,30.67
98278,2,Spring,1.50,8.32,21.18
94572,2,Winter,0.86,3.85,10.74
81939,8,Summer,8.16,36.29,109.05
94142,6,Winter,3.13,15.11,45.15
60631,5,Summer,4.63,20.56,61.12
33361,8,Autumn,5.38,23.02,63.70
57929,8,Summer,7.71,37.53,104.12
76430,7,Spring,6.02,24.42,81.34
37701,3,Winter,1.24,5.38,19.48
46460,5,Autumn,2.83,14.34,37.12
98676,9,Spring,8.55,32.79,114.43
92772,2,Summer,1.90,8.80,24.25
75590,4,Winter,2.02,8.94,30.54
80199,5,Summer,5.27,25.25,67.62
19760,7,Spring,5.62,24.66,80.05
45986,8,Spring,7.42,32.77,87.38
63253,2,Winter,0.98,4.08,12.07
74731,8,Spring,7.15,31.86,78.13
49466,4,Autumn,3.10,13.06,37.51
17900,9,Autumn,6.95,24.78,87.72
95149,4,Spring,3.20,12.98,45.60
22359,6,Summer,5.02,24.23,79.69
39777,4,Winter,2.22,8.71,30.96
96997,3,Winter,1.57,6.59,16.88
77992,4,Autumn,2.75,12.37,37.37
58571,9,Summer,10.19,42.69,115.53
61735,2,Spring,1.63,7.04,23.79
45165,4,Winter,2.52,9.61,29.16
47296,8,Winter,4.28,18.34,56.26
98998,3,Spring,2.40,11.51,29.75
36885,8,Autumn,6.48,23.61,69.06
21180,8,Winter,4.03,21.01,63.47
80620,7,Autumn,4.69,17.64,50.96
74648,8,Autumn,5.88,28.29,81.29
98715,8,Spring,6.74,26.51,85.50
26165,4,Winter,2.26,8.71,30.10
54533,8,Winter,4.39,16.37,51.42
87552,8,Winter,3.51,18.49,46.69
52847,8,Spring,6.88,34.76,84.53
90198,7,Spring,6.69,23.12,68.69
46319,9,Summer,10.48,41.02,114.46
45457,6,Spring,5.77,22.23,66.64
68086,6,Summer,6.09,24.13,84.40
48037,7,Summer,7.60,25.33,94.80
16276,9,Summer,10.13,45.29,130.48
48250,2,Spring,1.55,6.34,22.61
14575,7,Autumn,4.25,17.98,57.79
90360,2,Autumn,1.28,4.80,13.88
45840,2,Spring,1.52,7.21,18.16
34966,6,Spring,5.11,24.38,72.64
70257,9,Summer,9.74,39.77,127.02
83467,9,Spring,8.97,38.71,102.22
77471,4,Winter,2.07,8.42,23.70
92868,9,Autumn,6.43,27.51,90.03
52404,8,Summer,8.38,35.28,107.98
50377,9,Summer,9.96,37.35,130.62
38707,4,Summer,3.68,15.13,43.74
22773,8,Spring,6.64,32.23,78.29
22278,6,Autumn,4.56,20.16,47.58
27337,8,Spring,6.10,34.51,91.99
43683,4,Spring,3.21,12.53,44.19
60797,3,Summer,2.77,12.86,34.26
25994,7,Spring,6.19,27.14,69.82
22632,8,Autumn,5.14,26.78,70.13
23228,8,Summer,8.37,36.95,87.81
76894,2,Summer,1.82,7.18,22.47
97592,6,Spring,5.03,18.12,61.33
97442,2,Spring,1.55,6.35,24.66
14744,8,Summer,8.60,36.33,96.83
93244,3,Winter,1.42,6.31,16.41
83340,8,Winter,4.96,21.79,61.92
22702,6,Autumn,4.43,18.38,61.33
42532,6,Summer,7.11,25.32,69.44
87920,9,Winter,5.55,20.75,65.63
62606,5,Summer,4.78,17.61,69.87
79982,6,Spring,4.30,23.44,53.34
32012,3,Spring,2.48,11.39,28.27
69084,7,Autumn,5.36,23.95,68.43
57048,3,Spring,2.82,9.67,37.66
75587,8,Spring,6.29,25.61,73.58
82755,9,Autumn,5.72,27.09,73.97
13312,7,Autumn,4.64,18.72,72.67
82773,2,Winter,0.95,4.74,13.05
53503,5,Autumn,3.52,15.37,46.73
58555,3,Summer,3.19,11.89,41.69
98630,4,Winter,2.28,10.49,25.89
34993,7,Spring,6.36,24.51,72.48
16879,7,Winter,3.39,12.53,43.15
16001,4,Summer,4.00,13.95,50.74
37474,8,Spring,6.20,24.71,78.32
13755,7,Summer,6.23,28.30,87.91
65455,7,Summer,7.49,34.68,85.96
95499,4,Spring,3.35,12.01,43.06
64677,2,Autumn,1.31,4.93,17.25
47859,6,Spring,5.69,24.82,73.27
28765,2,Autumn,1.16,5.99,16.29
42947,7,Winter,3.53,15.81,51.61
84883,9,Spring,8.40,34.47,113.30
34283,6,Winter,3.16,15.80,42.62
33251,7,Winter,3.42,14.92,40.23
59150,8,Summer,7.25,39.41,99.63
75276,4,Spring,3.52,15.11,37.31
91112,6,Autumn,4.60,18.54,59.61
48028,5,Winter,2.86,11.92,34.07
98860,3,Spring,2.20,11.36,34.26
87349,5,Winter,2.44,10.04,28.81
38138,8,Spring,6.06,25.07,71.66
54007,9,Autumn,5.93,31.10,80.39
40155,4,Winter,2.34,10.67,26.74
51402,4,Spring,3.53,16.98,46.45
91705,4,Winter,1.87,9.00,26.65
94029,5,Summer,5.00,21.56,67.52
16385,5,Autumn,3.02,12.84,43.72
20073,4,Autumn,2.99,13.56,37.74
27649,9,Autumn,5.74,22.64,65.53
22808,6,Summer,7.06,23.63,71.23
28506,9,Spring,8.98,31.35,94.28
98841,4,Winter,2.41,8.16,30.12
29662,2,Autumn,1.22,5.83,17.74
89438,3,Autumn,2.08,7.61,27.43
45260,5,Autumn,3.08,14.65,35.77
88455,9,Autumn,7.46,28.38,88.12
74740,5,Summer,4.60,25.06,72.47
58430,7,Winter,3.42,19.09,56.03
46994,7,Spring,6.23,26.93,69.33
87722,3,Summer,2.43,12.84,37.60
88247,2,Winter,0.89,4.38,11.69
53537,2,Winter,1.03,3.83,10.65
91228,4,Autumn,3.24,13.57,41.44
22161,4,Summer,4.20,14.97,52.43
10382,5,Autumn,3.19,13.50,35.47
83288,7,Spring,5.75,23.80,66.02
55391,4,Winter,2.46,8.53,28.54
29516,2,Autumn,1.58,5.24,16.60
52220,2,Spring,1.55,7.73,22.07
91415,4,Spring,3.61,12.86,42.67
16365,6,Winter,2.98,11.35,33.88
84647,2,Winter,1.14,5.01,15.07
84945,9,Spring,7.73,30.59,104.46
80993,5,Summer,5.12,23.31,60.41
99450,2,Summer,2.16,9.22,25.99
